Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,HDMI
LENOVO,"512GB SSD RTX3050/6GB 15.6"" FHD 144Hz W11P 83DV00G5TR & PER4 ÇANTA",49903.42,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-24gb-512gb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11p-83dv00g5tr-per4-canta-p-848596559?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,24.0,0.5,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"1TB RTX 3050 6GB(95W) 15.6"" 144Hz Dos 83DV00G5TRG13 + B210 Siyah Çanta",38299.0,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-16gb-1tb-rtx-3050-6gb-95w-15-6-144hz-dos-83dv00g5trg13-b210-siyah-canta-p-883413749?boutiqueId=61&merchantId=104683,0.0,1,1,Intel Core i7,16.0,1.0,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,14.0,0.5,Yok,IPS,DDR5,Siyah,Lenovo Türkiye Garantili,2.6,4.9,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
ASUS,"24gb 512gb Ssd 15.6"" Fhd W11p Bilgisayar B1502cba-ı78512b0d 014",29899.0,0.0,https://www.trendyol.com/asus/expertbook-b1-i7-1255u-24gb-512gb-ssd-15-6-fhd-w11p-bilgisayar-b1502cba-i78512b0d-014-p-863676893?boutiqueId=61&merchantId=114271,0.0,1,1,Intel Core i7,24.0,0.5,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,144.0,Dahili,1,1255U,12. Nesil,10.0,0.48828125,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,1.7,4.7,USB - Bluetooth - HDMI,Numeric,Dahili,Full HD (FHD),2.0,64.0,Yok
LENOVO,"16GB 256GB M.2 SSD 82RK011BTX ATL5  15.6"" Fdos Dizüstü Bilgisayar",11920.91,0.0,https://www.trendyol.com/lenovo/ideapad3-i3-1215u-16gb-256gb-m-2-ssd-82rk011btx-atl5-15-6-fdos-dizustu-bilgisayar-p-887656746?boutiqueId=61&merchantId=109354,0.0,1,1,Intel Core i3,16.0,0.25,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,144.0,Dahili,1,1215U,12. Nesil,6.0,0.125,Yok,TN,DDR4,Gri,Resmi Distribütör Garantili,3.4,4.0,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
LENOVO,"12450HX 24 GB DDR5 1 TBSSD RTX4050 Freedos 15.6"" FHD",38499.0,0.0,https://www.trendyol.com/lenovo/loq-intel-core-i5-12450hx-24-gb-ddr5-1-tbssd-rtx4050-freedos-15-6-fhd-p-886108663?boutiqueId=61&merchantId=814324,0.0,1,1,Intel Core i5,24.0,1.0,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144.0,Harici,6,12450H,12. Nesil,8.0,0.25,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.1,4.6,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,8.0,Yok
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU, 16GB, 512GB SSD - Uzay Grisi",59899.0,5.0,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-10-core-gpu-16gb-512gb-ssd-uzay-grisi-p-870271046?boutiqueId=638145&merchantId=968,0.0,0,0,Apple M3,16.0,0.5,Mac Os,Dahili Ekran Kartı,13 inç,2560 x 1664,Ofis - İş,2 kg ve altı,60.0,Dahili,1,9750H,3. Nesil,8.0,0.25,Yok,IPS,Birleşik Bellek,Gri,Apple Türkiye Garantili,3.5,4.4,USB-C,RGB,Dahili,QHD,2.0,32.0,Yok
HP,"250 G9 6q8m7es06 I5-1235u 32gb 1tbssd Mx550 15.6"" Fullhd Freedos Taşınabilir Bilgisayar",29999.0,5.0,https://www.trendyol.com/hp/250-g9-6q8m7es06-i5-1235u-32gb-1tbssd-mx550-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-356600280?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i5,32.0,1.0,Free Dos,Nvidia GeForce MX550,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,60.0,Harici,4,1235U,12. Nesil,10.0,0.5,Yok,SVA,DDR4,Gri,Resmi Distribütör Garantili,3.3,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
ASUS,"Core™  I7-1255U 16GB Ram 256GB SSD   Windows 11 Home 15,6"" FHD",26399.0,0.0,https://www.trendyol.com/asus/expertbook-b1-intel-core-i7-1255u-16gb-ram-256gb-ssd-windows-11-home-15-6-fhd-p-872537426?boutiqueId=61&merchantId=153128,0.0,1,1,Intel Core i7,16.0,0.25,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1255U,12. Nesil,10.0,0.48828125,Yok,TN,DDR4,Siyah,Asus Türkiye Garantili,1.7,4.7,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,40.0,Yok
ASUS,"Ryzen 7 7730U 16 GB 256GB SSD 15.6"" Dos FhdM1502YA-NJ19005+ZETTAÇANTA",20999.0,0.0,https://www.trendyol.com/asus/vivobook-m1502ya-nj190-ryzen-7-7730u-16-gb-256gb-ssd-15-6-dos-fhdm1502ya-nj19005-zettacanta-p-802127246?boutiqueId=61&merchantId=954456,0.0,1,1,AMD Ryzen 7,16.0,0.25,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7730U,7. Nesil,8.0,0.48828125,Yok,IPS,DDR4,Siyah,Asus Türkiye Garantili,3.3,4.3,HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
LENOVO,"1TB SSD A530M/4GB 15.6"" FHD 144Hz FDOS 83FQ000UTR & PER4 ÇANTA",36050.17,0.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-32gb-1tb-ssd-a530m-4gb-15-6-fhd-144hz-fdos-83fq000utr-per4-canta-p-848521330?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,32.0,1.0,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,12.0,0.5,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.6,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
ACER,"NX.KN3EY.003A15 i5-12450H 16GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgi",20319.0,0.0,https://www.trendyol.com/acer/aspire-5-a515-57-525e-nx-kn3ey-003a15-i5-12450h-16gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgi-p-820261270?boutiqueId=61&merchantId=106664,0.0,1,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,12450H,12. Nesil,8.0,0.5,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,2.4,4.2,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,32.0,Yok
ASUS,B1502CVA-I716512B1DH i7-1355U 16GB 1TB SSD 15.6 FullHD WIN11Home I716512B1DH04+ZETTAÇANTA,31499.0,0.0,https://www.trendyol.com/asus/expertbook-b1502cva-i716512b1dh-i7-1355u-16gb-1tb-ssd-15-6-fullhd-win11home-i716512b1dh04-zettacanta-p-849273602?boutiqueId=61&merchantId=143022,0.0,0,1,Intel Core i7,16.0,1.0,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1355U,13. Nesil,10.0,0.48828125,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,1.2,5.0,Wi-Fi,Q Türkçe,Dahili,Full HD (FHD),2.0,40.0,Yok
ASUS,"G614JV-N3242W i7-13650HX 16 GB 512 GB SSD RTX4060 W11 16"" WUXGA 165Hz Notebook",79500.0,0.0,https://www.trendyol.com/asus/rog-strix-g16-g614jv-n3242w-i7-13650hx-16-gb-512-gb-ssd-rtx4060-w11-16-wuxga-165hz-notebook-p-823130406?boutiqueId=61&merchantId=897540,0.0,0,1,Intel Core i7,16.0,0.5,Windows,Nvidia GeForce RTX 4060,16 inç,1920 x 1200,Oyun,2 - 4 kg,165.0,Harici,8,13650HX,13. Nesil,14.0,1.0,Yok,IPS,DDR5,Gri,Asus Türkiye Garantili,2.6,4.9,USB - Bluetooth - HDMI,RGB,GDDR6,WUXGA,2.0,16.0,Yok
LENOVO,"11 i7-1355U 32GB 1TB SSD 14"" WUXGA Windows 11 Pro 21HNS226TTX003",104698.99,0.0,https://www.trendyol.com/lenovo/thinkpad-x1-carbon-gen-11-i7-1355u-32gb-1tb-ssd-14-wuxga-windows-11-pro-21hns226ttx003-p-787526539?boutiqueId=61&merchantId=114271,0.0,1,1,Intel Core i7,32.0,1.0,Windows,Dahili Ekran Kartı,14 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1355U,13. Nesil,10.0,0.732421875,Var,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.7,4.8,USB - Bluetooth - HDMI,RGB,Dahili,WUXGA,3.0,64.0,Yok
ASUS,"Intel I5-1335U 16GB DDR4 512GB SSD 15.6""FullHD Windows 11 Pro",22900.0,0.0,https://www.trendyol.com/asus/b1502cva-i58512b1d-12-intel-i5-1335u-16gb-ddr4-512gb-ssd-15-6-fullhd-windows-11-pro-p-877189697?boutiqueId=61&merchantId=143022,0.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,0.25,Yok,IPS,DDR4,Siyah,Asus Türkiye Garantili,1.3,4.6,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
ASUS,"Intel I5-1335U  8GB DDR4 512GB SSD 15.6""FullHD Windows 11 Pro",21900.0,0.0,https://www.trendyol.com/asus/b1502cva-i58512b1d-11-intel-i5-1335u-8gb-ddr4-512gb-ssd-15-6-fullhd-windows-11-pro-p-877163345?boutiqueId=61&merchantId=143022,0.0,0,1,Intel Core i5,8.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,0.25,Yok,VA,DDR4,Siyah,Asus Türkiye Garantili,1.3,4.6,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
ASUS,"Intel I5-1335U 16GB DDR4 512GB SSD 15.6""FullHD Freedos",23900.0,0.0,https://www.trendyol.com/asus/b1502cva-i58512b1d-00-intel-i5-1335u-16gb-ddr4-512gb-ssd-15-6-fullhd-freedos-p-877163089?boutiqueId=61&merchantId=143022,0.0,0,1,Intel Core i5,16.0,0.5,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,0.25,Yok,IPS,DDR4,Siyah,Asus Türkiye Garantili,1.3,4.6,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
Dell,"8gb 512gb Ssd 15.6"" W11p N032l354015emea_ac_vp",43910.0,0.0,https://www.trendyol.com/dell/latitude-3540-i5-1335u-8gb-512gb-ssd-15-6-w11p-n032l354015emea-ac-vp-p-875983198?boutiqueId=61&merchantId=1067158,0.0,0,1,Intel Core M,8.0,0.25,Free Dos,Intel Iris Pro Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1000M,13. Nesil,14.0,1.0,Yok,VA,DDR4,Siyah,Resmi Distribütör Garantili,1.9,4.7,USB,RGB,GDDR5X,FHD+,2.0,32.0,Yok
LENOVO,"256GB SSD A530M/4GB 15.6"" FHD 144Hz W11H 83FQ000UTR & PER4 ÇANTA",41799.69,0.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-96gb-256gb-ssd-a530m-4gb-15-6-fhd-144hz-w11h-83fq000utr-per4-canta-p-848521957?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,96.0,0.25,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,12.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.6,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"512GB SSD A530M/4GB 15.6"" FHD 144Hz FDOS 83FQ000UTR & PER4 ÇANTA",41035.26,0.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-96gb-512gb-ssd-a530m-4gb-15-6-fhd-144hz-fdos-83fq000utr-per4-canta-p-848521371?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,96.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,12.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.6,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"V15 G4 Intel Core i7 1355U 16gb Ram 512gb Ssd Freedos 15.6"" Full HD Freedos Notebook",26499.0,4.0,https://www.trendyol.com/lenovo/v15-g4-intel-core-i7-1355u-16gb-ram-512gb-ssd-freedos-15-6-full-hd-freedos-notebook-p-800059232?boutiqueId=61&merchantId=125175,0.0,1,1,Intel Core i7,16.0,0.5,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1355U,13. Nesil,12.0,0.5,Yok,IPS,DDR4,KOYU GRİ-SİYAH,Lenovo Türkiye Garantili,3.7,5.0,USB - Bluetooth - HDMI,RGB Numeric,Dahili,Full HD (FHD),2.0,8.0,Yok
MSI,"24GB 512GB SSD RTX4060/8GB 15.6"" FHD 144HZ W11H & PER4 ÇANTA",52524.92,0.0,https://www.trendyol.com/msi/cyborg-15-a13vf-i5-13420h-24gb-512gb-ssd-rtx4060-8gb-15-6-fhd-144hz-w11h-per4-canta-p-864971297?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,24.0,0.5,Windows,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13420H,13. Nesil,12.0,1.0,Yok,IPS,DDR5,Siyah,MSI Türkiye Garantili,1.7,4.6,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz W11P 83DV00G5TR & PER4 ÇANTA",69683.46,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-64gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11p-83dv00g5tr-per4-canta-p-848597183?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,64.0,4.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
ASUS,"Vivobook Go 15 Ryzen 5-7520U 8 GB 256 GB SSD AMD Radeon Graphics 15.6"" Freedos NJ2871000",14750.0,5.0,https://www.trendyol.com/asus/vivobook-go-15-ryzen-5-7520u-8-gb-256-gb-ssd-amd-radeon-graphics-15-6-freedos-nj2871000-p-744112705?boutiqueId=61&merchantId=898518,0.0,1,1,AMD Ryzen 5,8.0,0.25,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,7520U,5. Nesil,4.0,0.25,Yok,TN,LPDDR5,Siyah,Resmi Distribütör Garantili,3.7,4.4,Bluetooth,Q Türkçe,Dahili,Full HD (FHD),2.0,8.0,Yok
LENOVO,"13420H 8GB 256GB SSD 15.6"" FHD Freedos Taşınabilir Bilgisayar 83A1008TTR",17199.0,0.0,https://www.trendyol.com/lenovo/v15-g4-intel-core-i5-13420h-8gb-256gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-83a1008ttr-p-862513962?boutiqueId=61&merchantId=105013,0.0,0,1,Intel Core i5,8.0,0.25,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,144.0,Dahili,1,13420H,13. Nesil,4.0,0.5,Yok,TN,DDR4,Siyah,Lenovo Türkiye Garantili,3.4,4.3,HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz W11P 83DV00G5TR & PER4 ÇANTA",65778.75,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-40gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11p-83dv00g5tr-per4-canta-p-848599768?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,40.0,4.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz W11H 83DV00G5TR & PER4 ÇANTA",63622.07,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-40gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11h-83dv00g5tr-per4-canta-p-848599392?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,40.0,4.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz W11H 83DV00G5TR & PER4 ÇANTA",64642.05,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-48gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11h-83dv00g5tr-per4-canta-p-848598910?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,48.0,4.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz W11H 83DV00G5TR & PER4 ÇANTA",67398.75,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-64gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-w11h-83dv00g5tr-per4-canta-p-848596513?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,64.0,4.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"4TB SSD RTX3050/6GB 15.6"" FHD 144Hz FDOS 83DV00G5TR & PER4 ÇANTA",65114.05,0.0,https://www.trendyol.com/lenovo/loq-i7-13650hx-64gb-4tb-ssd-rtx3050-6gb-15-6-fhd-144hz-fdos-83dv00g5tr-per4-canta-p-848595879?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i7,64.0,4.0,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,13650HX,13. Nesil,20.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.8,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
Game Garaj,"V2 C2 Intel Core I7 13700h 32gb Ram 1tb Ssd Rtx4060 17.3"" Fhd 144hz Ips Bilgisayar",53014.67,0.0,https://www.trendyol.com/game-garaj/slayer3-7xl-4060-v2-c2-intel-core-i7-13700h-32gb-ram-1tb-ssd-rtx4060-17-3-fhd-144hz-ips-bilgisayar-p-872976930?boutiqueId=61&merchantId=124551,0.0,1,1,Intel Core i7,32.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13700H,13. Nesil,14.0,0.5,Yok,IPS,DDR5,Siyah,Game Garaj Türkiye Garantili,3.7,5.0,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
CASPER,G770.1270-EXJ0R-B INTEL I7-12700H 64GB RAM 2 TB NVMe SSD 4GB RTX3050 WIN11 GAMING LAPTOP,44299.0,0.0,https://www.trendyol.com/casper/excalibur-g770-1270-exj0r-b-intel-i7-12700h-64gb-ram-2-tb-nvme-ssd-4gb-rtx3050-win11-gaming-laptop-p-859598500?boutiqueId=61&merchantId=114258,0.0,0,1,Intel Core i7,64.0,2.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12700H,12. Nesil,14.0,0.5,Yok,IPS,DDR4,Siyah,Casper Türkiye Garantili,2.3,4.7,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"8GB 512GB SSD 6 GB RTX3050 15.6"" FHD Freedos Laptop 82XV00WYTX",32999.0,0.0,https://www.trendyol.com/lenovo/loq-15irh8-i5-12450h-8gb-512gb-ssd-6-gb-rtx3050-15-6-fhd-freedos-laptop-82xv00wytx-p-888152668?boutiqueId=61&merchantId=114271,0.0,1,1,Intel Core i5,8.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Harici,6,12450H,12. Nesil,8.0,0.5,Yok,IPS,DDR5,Gri,Resmi Distribütör Garantili,2.0,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,32.0,Yok
LENOVO,8GB 256GB SSD 15.6 FHD RTX3050 6GB FDOS 144Hz Gaming Laptop 82XV00WYTX1,30599.0,0.0,https://www.trendyol.com/lenovo/loq-intel-i5-12450h-8gb-256gb-ssd-15-6-fhd-rtx3050-6gb-fdos-144hz-gaming-laptop-82xv00wytx1-p-870876284?boutiqueId=61&merchantId=444099,0.0,1,1,Intel Core i5,8.0,0.25,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,12450H,12. Nesil,8.0,0.5,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,2.0,4.4,Ethernet,RGB,GDDR6,Full HD (FHD),2.0,16.0,Yok
Dell,32GB 512GB SSD 14 FHD Ubuntu  XCTOL544014EMEA-VP-UBU,52579.0,0.0,https://www.trendyol.com/dell/latitude-5440-i7-1370p-32gb-512gb-ssd-14-fhd-ubuntu-xctol544014emea-vp-ubu-p-870026204?boutiqueId=61&merchantId=105378,0.0,0,1,Intel Core i5,32.0,0.5,Windows,AMD Radeon R4,18 inç,1280 x 800,Ofis - İş,2 kg ve altı,120.0,Dahili,10,9420E,5. Nesil,2.0,0.5,Yok,SVA,DDR4,Gri,HP Türkiye Garantili,4.0,1.4,USB,Q Türkçe,DDR,2.5K,2.0,32.0,Yok
LENOVO,"512GB SSD A530M/4GB 15.6"" FHD 144Hz W11H 83FQ000UTR & PER4 ÇANTA",39125.15,0.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-64gb-512gb-ssd-a530m-4gb-15-6-fhd-144hz-w11h-83fq000utr-per4-canta-p-848521677?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,64.0,0.5,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,12.0,1.0,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.6,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
LENOVO,"1TB SSD A530M/4GB 15.6"" FHD 144Hz W11P 83FQ000UTR & PER4 ÇANTA",39278.3,0.0,https://www.trendyol.com/lenovo/loq-i5-12450hx-40gb-1tb-ssd-a530m-4gb-15-6-fhd-144hz-w11p-83fq000utr-per4-canta-p-848521482?boutiqueId=61&merchantId=668896,0.0,0,1,Intel Core i5,40.0,1.0,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,12.0,0.25,Yok,IPS,DDR5,Gri,Lenovo Türkiye Garantili,1.6,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
Dell,XCTOL355015EMEA_VGA_V2 I7-1355U 16GB 512SSD 2 GB MX570A 15.6 UBUNTU,44205.48,0.0,https://www.trendyol.com/dell/nb-latitude-xctol355015emea-vga-v2-i7-1355u-16gb-512ssd-2-gb-mx570a-15-6-ubuntu-p-886257935?boutiqueId=61&merchantId=197602,0.0,0,1,Intel Core i3,4.0,0.1171875,Windows,Dahili Ekran Kartı,Belirtilmemiş,1920 x 1080,Ev - Okul,2 - 4 kg,120.0,Dahili,1,1000M,13. Nesil,14.0,1.0,Yok,IPS,Birleşik Bellek,Gri,Resmi Distribütör Garantili,3.3,4.7,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
