Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Optik Sürücü Tipi,Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,Menşei,Kapasite,İşlemci Frekansı,Power Supply,HDMI,Şarjlı Kullanım Süresi,Soket Tipi,SSD Teknolojisi,Beden,Okula Dönüş,Ekran Kartı Gücü,Görüntü Kalitesi,Ekran Özelliği
ASUS,"Expertbook B1502 Intel Core İ5-1235U 16GB 512GB SSD 15,6"" Fhd Win 11 Pro Taşınabilir Bilgisayar",22.999 TL,4.8,https://www.trendyol.com/asus/expertbook-b1502-intel-core-i5-1235u-16gb-512gb-ssd-15-6-fhd-win-11-pro-tasinabilir-bilgisayar-p-852182224?boutiqueId=61&merchantId=121474,3050 kişi,1,1,Intel Core i5,16 GB,512 GB,Windows,Intel HD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,LED,DDR4,Lacivert,Asus Türkiye Garantili,1.3,4.4,Yok,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"Ideapad 1 AMD Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6"" FHD Notebook 82R400HLTR",16.598 TL,4.4,https://www.trendyol.com/lenovo/ideapad-1-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-fhd-notebook-82r400hltr-p-797844405?boutiqueId=61&merchantId=227581,1783 kişi,1,1,AMD Ryzen 7,16 GB,512 GB,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5700U,5. Nesil,8,HDD Yok,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,,,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,4-6 Saat,,,,,,,
Zeiron,"Rcx60 | Windows 11 Pro Ryzen 5 3600 32GB 512GB SSD Rx580 8GB 23.8"" Curved Oyuncu Masaüstü Bilgisayar",20.849 TL,4.5,https://www.trendyol.com/zeiron/rcx60-windows-11-pro-ryzen-5-3600-32gb-512gb-ssd-rx580-8gb-23-8-curved-oyuncu-masaustu-bilgisayar-p-772551114?boutiqueId=61&merchantId=127037,3493 kişi,1,1,AMD Ryzen 5,32 GB,512 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,75 Hz,Harici,8 GB,,,6,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,3.6,,Yok,Wi-Fi,RGB,GDDR5,Full HD (FHD),2 Yıl,64 GB,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,
Dell,"Inspiron 3520 Intel Core i5 1235U 16 GB 1 TBSSD Windows 11 Home 15.6"" FHD 120Hz 3520AR20",18.199 TL,4.8,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16-gb-1-tbssd-windows-11-home-15-6-fhd-120hz-3520ar20-p-791970176?boutiqueId=61&merchantId=1076285,1123 kişi,0,1,Intel Core i5,16 GB,1 TB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,120 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,8,HDD Yok,Yok,,DDR4,Siyah,Dell Türkiye Garantili,,,,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,16 GB,,,,,,,,,,,,,
HP,"250 G9 Intel i5 1235U 16GB 512GB SSD 15.6"" FHD Win 11 Pro 6Q8M5ES WZO3",19.999 TL,5.0,https://www.trendyol.com/hp/250-g9-intel-i5-1235u-16gb-512gb-ssd-15-6-fhd-win-11-pro-6q8m5es-wzo3-p-831284261?boutiqueId=61&merchantId=228212,123 kişi,0,1,Intel Core i5,16 GB,512 GB,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,HP Türkiye Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Zeiron,"Galaxy i5 10400F 16GB DDR4 512GB NVMe M.2 SSD GTX1660 Super 24"" 165Hz Oyuncu Masaüstü Bilgisayarı",22.849 TL,4.8,https://www.trendyol.com/zeiron/galaxy-i5-10400f-16gb-ddr4-512gb-nvme-m-2-ssd-gtx1660-super-24-165hz-oyuncu-masaustu-bilgisayari-p-363636199?boutiqueId=61&merchantId=127037,11.7B kişi,1,1,Intel Core i5,16 GB,512 GB,Free Dos,Nvidia GeForce GTX 1660 SUPER,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,165 Hz,Harici,6 GB,,,6,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,2.9,,Yok,HDMI,RGB,GDDR6,Full HD (FHD),2 Yıl,64 GB,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,,,,
HP,"255 G9 Ryzen 5 5625U 16GB 512GB SSD 15.6"" FHD Win11 Bilgisayar 9M3G7AT - Wz Çanta WZ3",15.449 TL,4.2,https://www.trendyol.com/hp/255-g9-ryzen-5-5625u-16gb-512gb-ssd-15-6-fhd-win11-bilgisayar-9m3g7at-wz-canta-wz3-p-845201954?boutiqueId=61&merchantId=557390,428 kişi,1,1,AMD Ryzen 5,16 GB,512 GB,Windows,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5625U,Belirtilmemiş,6,HDD Yok,Yok,IPS,DDR4,Gri,HP Türkiye Garantili,2.3,4.3,Yok,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
ACER,"Aspire 3 A315-510p-39s1 Intel I3-n305 Işlemci 8gb Ram 256ssd Uma15,6” Fhd Ekran W11 - Nx.kdhey.008",10.999 TL,4.1,https://www.trendyol.com/acer/aspire-3-a315-510p-39s1-intel-i3-n305-islemci-8gb-ram-256ssd-uma15-6-fhd-ekran-w11-nx-kdhey-008-p-792182204?boutiqueId=61&merchantId=107007,596 kişi,0,1,Intel Core i3,8 GB,256 GB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,N305,Belirtilmemiş,8,HDD Yok,Yok,LED,LPDDR5,Beyaz,Resmi Distribütör Garantili,,,Yok,Wi-Fi,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Zeiron,"Amx60 Ryzen 5 3600 16GB 3200MHz 256GB SSD+1TB HDD Rx550 23.8"" Curved Oyuncu Bilgisayarı",17.349 TL,4.5,https://www.trendyol.com/zeiron/amx60-ryzen-5-3600-16gb-3200mhz-256gb-ssd-1tb-hdd-rx550-23-8-curved-oyuncu-bilgisayari-p-100719567?boutiqueId=61&merchantId=127037,6561 kişi,1,1,AMD Ryzen 5,16 GB,240 GB,Free Dos,AMD Radeon RX 550,25 + inç,1920 x 1080,,2 - 4 kg,75 Hz,Harici,4 GB ve altı,,,4,,,IPS,DDR4,Siyah,Resmi Distribütör Garantili,3.6,,Yok,Wi-Fi,RGB,GDDR5,Full HD Ultra Wide,2 Yıl,32 GB,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,Evde Eğitim,,,
HP,"250 G9 Intel Core i5-1235U 8GB 512GB SSD Freedos 15.6""FHD Laptop 9M3F8AT",14.599 TL,5.0,https://www.trendyol.com/hp/250-g9-intel-core-i5-1235u-8gb-512gb-ssd-freedos-15-6-fhd-laptop-9m3f8at-p-881860133?boutiqueId=61&merchantId=216294,141 kişi,0,1,Intel Core i5,8 GB,512 GB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,SVA,DDR4,Gri,Resmi Distribütör Garantili,,,,HDMI,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
MSI,Thın 15 B12uc-1478xtr I5-12450h 16gb Rtx3050 Gddr6 4gb 512gb Ssd 15.6 Fhd 144hz Dos,28.489 TL,4.7,https://www.trendyol.com/msi/thin-15-b12uc-1478xtr-i5-12450h-16gb-rtx3050-gddr6-4gb-512gb-ssd-15-6-fhd-144hz-dos-p-820152712?boutiqueId=61&merchantId=141868,3650 kişi,1,1,Intel Core i5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,12450H,12. Nesil,8,HDD Yok,Yok,LED,DDR4,Siyah,MSI Türkiye Garantili,,,,HDMI - USB,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,16 GB,,,,,,,,,,,,,
Zeiron,Scorpion X70 Ryzen 7 5700X 32GB DDR4 RAM 1TB NVMe M.2 SSD RTX4060 8GB Oyuncu Masaüstü Bilgisayar,32.199 TL,5.0,https://www.trendyol.com/zeiron/scorpion-x70-ryzen-7-5700x-32gb-ddr4-ram-1tb-nvme-m-2-ssd-rtx4060-8gb-oyuncu-masaustu-bilgisayar-p-878499478?boutiqueId=61&merchantId=127037,0,1,1,AMD Ryzen 7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,,,,4 kg ve üzeri,,Harici,8 GB,,,8,HDD Yok,,,DDR4,,Zeiron Türkiye Garantili,3.4,,Yok,Display Port,,DDR4,Full HD (FHD),2 Yıl,64 GB,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,
ASUS,Vivobook 15 12.Nesil Core i5 1235U-16Gb-512Gb Ssd-15.6inc-W11,21.299 TL,4.4,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i5-1235u-16gb-512gb-ssd-15-6inc-w11-p-794346874?boutiqueId=61&merchantId=153128,1700 kişi,1,1,Intel Core i5,16 GB,512 GB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1235U,12. Nesil,10,512 GB,Yok,,DDR4,Gri,Asus Türkiye Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
HP,"AMD Ryzen 7-5700U 8GB 512GB SSD 15.6"" FHD Freedos Gümüş Renkli Dizüstü Bilgisayar 4H0J2EA",13.989 TL,4.7,https://www.trendyol.com/hp/amd-ryzen-7-5700u-8gb-512gb-ssd-15-6-fhd-freedos-gumus-renkli-dizustu-bilgisayar-4h0j2ea-p-151145028?boutiqueId=61&merchantId=923854,5451 kişi,0,1,AMD Ryzen 7,8 GB,512 GB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,5700U,5. Nesil,8,HDD Yok,Yok,IPS,DDR4,Gümüş,Resmi Distribütör Garantili,,,Yok,Bluetooth,Q Türkçe,DDR,Full HD (FHD),2 Yıl,,,,,,,4-6 Saat,,,,,,,
Zeiron,"Rcx50 | Windows 11 Pro Ryzen 5 3600 16GB 512GB SSD RX580 8GB 23.8"" Oyuncu Masaüstü Bilgisayar",18.849 TL,4.9,https://www.trendyol.com/zeiron/rcx50-windows-11-pro-ryzen-5-3600-16gb-512gb-ssd-rx580-8gb-23-8-oyuncu-masaustu-bilgisayar-p-773586874?boutiqueId=61&merchantId=127037,309 kişi,1,1,AMD Ryzen 5,16 GB,512 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,75 Hz,Harici,8 GB,,,6,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,3.6,,Yok,Wi-Fi,RGB,GDDR5,Full HD (FHD),2 Yıl,64 GB,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,
Dell,"Vostro 3520 Intel Core i5-1235U 16GB 512 GB SSD 120Hz 15.6"" Windows 11 Pro N1605PVNB3520T37",17.899 TL,4.8,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-windows-11-pro-n1605pvnb3520t37-p-796126166?boutiqueId=61&merchantId=1076285,1442 kişi,0,1,Intel Core i5,16 GB,512 GB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Siyah,Resmi Distribütör Garantili,1.3,,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Belirtilmemiş,Full HD (FHD),2 Yıl,,,,,,,6 Saat ve Üstü,,,,,,,
Huawei,MateBook D 16 2024 13. Nesil Core i9 16GB+1TB 16 inç Uzay Grisi,46.299 TL,4.9,https://www.trendyol.com/huawei/matebook-d-16-2024-13-nesil-core-i9-16gb-1tb-16-inc-uzay-grisi-p-815864834?boutiqueId=61&merchantId=117197,1642 kişi,1,1,Intel Core i9,16 GB,1 TB,Windows,Intel Iris Graphics,16 inç,1920 x 1200,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Dahili,Paylaşımlı,13900H,13. Nesil,Belirtilmemiş,HDD Yok,Yok,,DDR4,Gri,Resmi Distribütör Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),Dahili,FHD+,2 Yıl,,,,,,,,,,,,,,
Zeiron,"Gtx90 | Windows 11 Pro Ryzen 5 3600 32GB 512GB M.2 SSD+1TB HDD GTX1650 24"" 165Hz Oyuncu Bilgisayarı",24.149 TL,4.8,https://www.trendyol.com/zeiron/gtx90-windows-11-pro-ryzen-5-3600-32gb-512gb-m-2-ssd-1tb-hdd-gtx1650-24-165hz-oyuncu-bilgisayari-p-301662312?boutiqueId=61&merchantId=127037,517 kişi,1,1,AMD Ryzen 5,32 GB,512 GB,Free Dos,Nvidia GeForce GTX 1650,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,165 Hz,Harici,4 GB ve altı,,,6,1 TB,,VA,DDR4,,Zeiron Türkiye Garantili,3.6,,Yok,Wi-Fi,RGB,GDDR6,Full HD (FHD),2 Yıl,64 GB,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,Üniversite,,,
CASPER,"Nirvana C550.1235-DF00X-G-F Intel Core i5-1235U 32GB RAM 1TB NVMe SSD FREEDOS 15.6"" LAPTOP",18.099 TL,4.0,https://www.trendyol.com/casper/nirvana-c550-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-15-6-laptop-p-740918787?boutiqueId=61&merchantId=129813,3722 kişi,0,1,Intel Core i5,32 GB,1 TB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,Casper Türkiye Garantili,,,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),DDR4,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Huawei,"Matebook D14 2024 Intel Core i5 12450H 8GB 512GB SSD Windows 11 Home 14"" IPS","20.788,50 TL",4.8,https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-8gb-512gb-ssd-windows-11-home-14-ips-p-816046812?boutiqueId=61&merchantId=150534,4235 kişi,1,1,Intel Core i5,8 GB,512 GB,Windows,Intel UHD Graphics,14 inç,1920 x 1200,Ev - Okul,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,12450H,12. Nesil,8,HDD Yok,Yok,,LPDDR4X,Siyah,Huawei Türkiye Garantili,,,Yok,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Zeiron,"Wizard Simple5 Ryzen 5 5600x 32gb 512gb M.2 Ssd Rtx3050 24"" 165hz Oyuncu Masaüstü Bilgisayar",26.749 TL,4.5,https://www.trendyol.com/zeiron/wizard-simple5-ryzen-5-5600x-32gb-512gb-m-2-ssd-rtx3050-24-165hz-oyuncu-masaustu-bilgisayar-p-649633141?boutiqueId=61&merchantId=127037,1162 kişi,1,1,AMD Ryzen 5,32 GB,512 GB,Free Dos,Nvidia GeForce RTX 3050,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,,Harici,8 GB,,,6,HDD Yok,,TN,DDR4,,Zeiron Türkiye Garantili,3.7,,Yok,HDMI,Yok,GDDR6,Full HD (FHD),2 Yıl,64 GB,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,Evde Eğitim,,,
LENOVO,LOQ 15IRX9 i7-13650HX 32 GB 1 TBSSD 6GB RTX4050 15.6 Freedos 83DV00G7TRAR39,51.099 TL,5.0,https://www.trendyol.com/lenovo/loq-15irx9-i7-13650hx-32-gb-1-tbssd-6gb-rtx4050-15-6-freedos-83dv00g7trar39-p-874943536?boutiqueId=61&merchantId=1011169,0,1,1,Intel Core i7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144 Hz,Harici,6 GB,13650HX,13. Nesil,6,HDD Yok,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.6,,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Apple,"Macbook Air M1 Çip 8gb 256gb Ssd Macos 13"" Qhd Taşınabilir Bilgisayar Uzay Grisi",33.299 TL,4.6,https://www.trendyol.com/apple/macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136?boutiqueId=61&merchantId=141868,150B kişi,1,1,Apple M1,8 GB,256 GB,Mac Os,Dahili Ekran Kartı,"13,3 inç",2560 x 1600,Ev - Okul,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,Belirtilmemiş,1. Nesil,8,250 GB,Yok,,DDR2,Gri,Apple Türkiye Garantili,Belirtilmemiş,,,Bluetooth,Q Türkçe (Aydınlatmalı),DDR2,Retina,1 Yıl,,,,,,,,,,,,,,
Zeiron,"Xgen40 i7 12700F 12.Nesil 32GB 1TB Nvme M.2 SSD RTX4060 27"" 165Hz Curved Oyuncu Bilgisayarı",41.949 TL,4.8,https://www.trendyol.com/zeiron/xgen40-i7-12700f-12-nesil-32gb-1tb-nvme-m-2-ssd-rtx4060-27-165hz-curved-oyuncu-bilgisayari-p-833502500?boutiqueId=61&merchantId=127037,1139 kişi,1,1,Intel Core i7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,25 + inç,1920 x 1080,,4 kg ve üzeri,165 Hz,Harici,8 GB,,,12+,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,2.1,,Yok,Display Port,RGB,GDDR6,Full HD (FHD),2 Yıl,64 GB,,1 TB,2.00 GHz - 2.40 GHz,500 W ve üstü,Var,,,,,,,,
ASUS,"ExpertBook B1 B1502CBA-I58512B0D09 i5-1235U 16GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgisaya",22.999 TL,4.6,https://www.trendyol.com/asus/expertbook-b1-b1502cba-i58512b0d09-i5-1235u-16gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisaya-p-812050666?boutiqueId=61&merchantId=121474,690 kişi,1,1,Intel Core i5,16 GB,512 GB,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,IPS,DDR4,Siyah,Resmi Distribütör Garantili,,,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,64 GB,,,,,,,,,,,,,
CASPER,Excalibur G770.1270-BVJ0X-B i7-12700H 16GB RAM 500GB SSD 4GB RTX3050 DOS GAMING LAPTOP,30.299 TL,4.7,https://www.trendyol.com/casper/excalibur-g770-1270-bvj0x-b-i7-12700h-16gb-ram-500gb-ssd-4gb-rtx3050-dos-gaming-laptop-p-356606101?boutiqueId=61&merchantId=114258,1517 kişi,0,1,Intel Core i7,16 GB,500 GB,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,12700H,12. Nesil,14,HDD Yok,Yok,IPS,DDR4,Siyah,Casper Türkiye Garantili,2.3,4.7,,Bluetooth,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,64 GB,,,,,,,,,,,,,
Zeiron,"Rcx50 | Windows 11 Pro Ryzen 5 3600 16GB 512GB SSD RX580 8GB 23.8"" Oyuncu Masaüstü Bilgisayar",18.849 TL,4.9,https://www.trendyol.com/zeiron/rcx50-windows-11-pro-ryzen-5-3600-16gb-512gb-ssd-rx580-8gb-23-8-oyuncu-masaustu-bilgisayar-p-773586874?boutiqueId=61&merchantId=127037,309 kişi,1,1,AMD Ryzen 5,16 GB,512 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,75 Hz,Harici,8 GB,,,6,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,3.6,,Yok,Wi-Fi,RGB,GDDR5,Full HD (FHD),2 Yıl,64 GB,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,
Dell,Inspiron 15 3520 I5-1235U 32 GB  1 TBSSD  15.6 Inç Fhd 120Hz Windows 11 Pro I352024052009UAR114,19.899 TL,4.4,https://www.trendyol.com/dell/inspiron-15-3520-i5-1235u-32-gb-1-tbssd-15-6-inc-fhd-120hz-windows-11-pro-i352024052009uar114-p-817772696?boutiqueId=61&merchantId=557390,2095 kişi,1,1,Intel Core i5,32 GB,1 TB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Gri,Dell Türkiye Garantili,,,,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,32 GB,,,,,,,,,,,,,
LENOVO,"IdeaPad 1 Ryzen 5-5500U 8GB 512GB SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar 82R400QDTX",12.999 TL,4.6,https://www.trendyol.com/lenovo/ideapad-1-ryzen-5-5500u-8gb-512gb-ssd-15-6-fhd-freedos-dizustu-bilgisayar-82r400qdtx-p-860978209?boutiqueId=61&merchantId=732265,880 kişi,1,1,AMD Ryzen 5,8 GB,512 GB,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,5500U,Belirtilmemiş,6,HDD Yok,Yok,,DDR4,Gri,Resmi Distribütör Garantili,2.1,4.0,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
Zeiron,"Galaxy5 i5 10400F 16GB Ram 512GB NVMe M.2 SSD RTX3060 12GB 24"" 165Hz Oyuncu Masaüstü Bilgisayarı",29.949 TL,4.5,https://www.trendyol.com/zeiron/galaxy5-i5-10400f-16gb-ram-512gb-nvme-m-2-ssd-rtx3060-12gb-24-165hz-oyuncu-masaustu-bilgisayari-p-685389500?boutiqueId=61&merchantId=127037,692 kişi,1,1,Intel Core i5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX3060,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,165 Hz,Harici,12 GB,,,6,HDD Yok,,VA,DDR4,,Zeiron Türkiye Garantili,2.9,,Yok,HDMI,RGB,GDDR6,Full HD (FHD),2 Yıl,64 GB,,512 GB,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,,,,
Dell,"VOSTRO 3520 Intel Core i5-1235U 16GB 512GB SSD 15.6"" FHD Freedos N1605PVNB3520U004",15.799 TL,5.0,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512gb-ssd-15-6-fhd-freedos-n1605pvnb3520u004-p-789217440?boutiqueId=61&merchantId=129660,165 kişi,1,1,Intel Core i5,16 GB,512 GB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,Siyah,Resmi Distribütör Garantili,1.3,,,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,
LENOVO,"AMD Ryzen 5 5500U 16GB 512GB M.2 SSD 82R400KUTX ATL35 W11pro 15.6"" Notebook+Çanta",14.999 TL,4.2,https://www.trendyol.com/lenovo/amd-ryzen-5-5500u-16gb-512gb-m-2-ssd-82r400kutx-atl35-w11pro-15-6-notebook-canta-p-838221473?boutiqueId=61&merchantId=557390,4013 kişi,1,1,AMD Ryzen 5,16 GB,512 GB,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,5500U,Belirtilmemiş,6,HDD Yok,Yok,TN,DDR4,Siyah,Resmi Distribütör Garantili,1.7,3.1,Yok,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,40 GB,,,,,,3 Saat ve Altı,,,,,,,
Zeiron,"Grade X7 Ryzen 5 5600x 32GB Ram 256GB M.2 SSD+1TB HDD Rtx3050 27"" 240Hz Oyuncu Bilgisayarı",29.399 TL,4.7,https://www.trendyol.com/zeiron/grade-x7-ryzen-5-5600x-32gb-ram-256gb-m-2-ssd-1tb-hdd-rtx3050-27-240hz-oyuncu-bilgisayari-p-639344559?boutiqueId=61&merchantId=127037,1011 kişi,1,1,AMD Ryzen 5,32 GB,256 GB,Free Dos,Nvidia GeForce RTX 3050,25 + inç,1920 x 1080,,4 kg ve üzeri,240 Hz,Harici,8 GB,,,6,1 TB,,VA,DDR4,,Zeiron Türkiye Garantili,3.7,,Yok,Display Port,RGB,GDDR6,Full HD (FHD),2 Yıl,64 GB,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,Tek Ebat,Üniversite,,,
